name,city,income,credit_score,loan_amount,years_employed,points,loan_approved,monthly_current_bill,family_recharge_bill,previous_loan_paid
Rakesh Yadav,Varanasi,439094.49,686,321121.45,28,80,TRUE,957.8412746,1976.768318,Yes
Krishna Menon,Visakhapatnam,152814.19,849,233141.6,40,90,TRUE,2121.863476,1646.315007,Yes
Rohan Bose,Kochi,153248.21,709,158518.67,27,80,TRUE,2807.849346,364.5045598,Yes
Rakesh Menon,Hyderabad,801859.1,774,292808,37,75,TRUE,3873.684032,689.6615787,Yes
Pooja Gupta,Ahmedabad,465903.37,387,308344.44,9,50,FALSE,4958.107024,1932.731264,No
Aarav Singh,Salem,207860.07,748,376843.64,28,85,TRUE,3033.847605,965.7807374,Yes
Vikram Nair,Indore,1072714.63,468,26810.96,15,40,FALSE,2450.778563,2255.936269,No
Pooja Chatterjee,Jaipur,773472.9,714,281210.82,11,65,TRUE,3064.127557,1376.835501,No
Naveen Verma,Coimbatore,929577.41,698,439810.5,13,65,TRUE,560.1307416,1732.93085,Yes
Sneha Tiwari,Bengaluru,178403.51,491,356751.91,20,40,FALSE,3216.613737,2005.35735,Yes
Praveen Bose,Mumbai,776580.17,697,321233.66,25,60,TRUE,1709.821517,2511.932994,Yes
Rakesh Pillai,Visakhapatnam,1163298.06,604,216414.88,37,40,FALSE,5091.439191,2785.968256,No
Rohan Rao,Gwalior,521792.33,444,366300.94,24,35,FALSE,1382.588189,1225.720913,Yes
Divya Pandey,Aligarh,852106.51,477,311550.15,10,25,FALSE,4098.867247,1806.254835,No
Rajesh Das,Mangalore,531145.62,796,54214.55,12,95,TRUE,4135.444595,2278.252024,No
Tanvi Nambiar,Indore,983386.47,725,209532.31,28,70,TRUE,2896.151098,760.8036523,No
Priya Sharma,Gwalior,725260.15,850,302315.54,10,80,TRUE,947.1595534,1969.028226,Yes
Rohan Gupta,Gurugram,944786.95,416,345063.73,34,55,FALSE,2523.461667,3280.48255,No
Rohan Singh,Madurai,707587.66,523,73133.37,6,30,FALSE,3337.899681,1746.752388,No
Rohan Rao,Udaipur,490676.65,749,184670.33,15,65,TRUE,903.1162221,1889.888512,No
Karthik Nambiar,Indore,1089625.41,511,151246.6,3,20,FALSE,3845.981224,971.8492806,No
Rohan Thakur,Vijayawada,1172752.43,599,374516.9,36,70,TRUE,4107.46201,1246.440406,Yes
Aditi Sharma,Rajkot,902346.11,360,43016.62,8,50,FALSE,5178.311506,1781.905909,No
Priya Tiwari,Aurangabad,728438.33,801,333832.73,36,70,TRUE,2579.456258,1007.653123,Yes
Sneha Chatterjee,Ahmedabad,1176129.43,712,465907.75,17,60,TRUE,3869.909921,2215.803995,No
Krishna Menon,Delhi,276467.88,395,73448.03,29,25,FALSE,5493.095836,1820.230246,No
Riya Yadav,Udaipur,929505.35,516,254209.44,17,55,FALSE,3496.519256,2928.703323,No
Arjun Verma,Meerut,505530.53,651,230837.49,3,30,FALSE,1611.656455,1251.781419,No
Naveen Pandey,Hubballi,1108790.21,751,354825.56,0,75,TRUE,1494.926461,2133.255867,Yes
Priya Das,Bengaluru,757671.02,395,458829.42,23,35,FALSE,3473.661958,1762.233814,No
Aarav Iyer,Mangalore,787173.3,612,477413.24,14,40,FALSE,2629.719438,392.6664383,No
Vihaan Patel,Mangalore,1034161.65,531,297608.85,28,45,FALSE,1452.227927,2793.768083,No
Ishita Tiwari,Jamshedpur,447602.86,372,55410.21,24,40,FALSE,5192.71221,2524.517075,No
Rakesh Bose,Vadodara,356911.47,691,109563.38,9,65,TRUE,3866.399944,1208.18681,No
Vikram Pandey,Agra,597181.27,518,406271.81,9,45,FALSE,4872.06931,2176.496644,Yes
Vihaan Iyer,Patna,593935.98,443,436423.44,37,55,FALSE,1138.310379,2867.309975,No
Aditi Pandey,Bhopal,841409.19,386,244249,35,40,FALSE,4031.349449,2253.441984,No
Rohan Iyer,Mangalore,1026099.13,510,428974.97,38,50,FALSE,1866.530873,617.7826482,No
Sai Thakur,Shimla,838346.03,806,474674.14,7,60,TRUE,2034.577693,1811.532459,Yes
Riya Sharma,Kolkata,209634,730,193886.36,34,80,TRUE,4072.472755,986.0800472,Yes
Meera Rao,Jaipur,417096.14,568,214341.8,2,45,FALSE,3141.005443,615.7924033,Yes
Rajesh Reddy,Tiruchirappalli,821070.25,725,163857.61,25,75,TRUE,2959.554259,1826.244963,Yes
Naveen Singh,Patna,625046.8,823,32471.23,9,90,TRUE,3089.573421,2451.739264,Yes
Sai Nair,Nashik,1031979.39,359,159169.25,5,45,FALSE,3741.84768,714.7348388,No
Rajesh Nambiar,Hyderabad,1129614.15,422,385817.36,8,45,FALSE,568.1559907,2760.953789,No
Sai Singh,Meerut,679860.97,575,305950.22,7,45,FALSE,1457.802222,933.1474694,Yes
Ishita Patel,Chandigarh,1066859.35,378,124325.09,29,45,FALSE,1570.967553,1162.375178,Yes
Krishna Nair,Ahmedabad,1002473.5,405,496536.68,7,45,FALSE,5204.136939,3092.849226,No
Rohan Nambiar,Mumbai,714234.64,692,177486.02,11,75,TRUE,4354.961631,2241.04947,Yes
Sneha Chatterjee,Hyderabad,309170.37,726,41153.11,20,60,TRUE,4613.203302,715.160076,Yes
Priya Tiwari,Thiruvananthapuram,1192490.11,347,140850.22,4,15,FALSE,1201.325909,2875.337301,No
Ananya Chatterjee,Jaipur,557398.54,767,50112.1,23,75,TRUE,1876.536477,744.6389783,Yes
Sneha Thakur,Ranchi,767293.78,805,134531.26,34,95,TRUE,1901.392886,1698.961852,No
Vikram Chatterjee,Mangalore,979786.19,654,408682.77,0,40,FALSE,683.3494217,846.9949926,No
Divya Nambiar,Patna,332905.54,543,64642.83,31,45,FALSE,1427.228976,2395.647504,No
Divya Gupta,Salem,345411.6,832,134905.99,23,85,TRUE,3955.359189,1989.906782,No
Sai Iyer,Gwalior,782206.12,376,304437.48,36,40,FALSE,2102.664868,2047.1773,No
Vihaan Reddy,Ahmedabad,1015664.07,702,251577.04,20,65,TRUE,1057.979388,2524.848378,Yes
Tanvi Thakur,Jodhpur,1159727.52,411,277817,6,55,FALSE,692.4411665,398.1930489,No
Meera Tiwari,Patna,1131914.69,762,160390.32,29,90,TRUE,3008.110975,624.3093747,No
Tanvi Chatterjee,Guwahati,858653.21,520,40245.62,9,20,FALSE,1800.556771,2090.951662,No
Aarav Das,Mysuru,1005689.59,331,109832.63,28,55,FALSE,2628.543306,1252.851419,No
Naveen Chatterjee,Jaipur,1135496.61,312,324949.08,14,60,TRUE,1426.325965,1561.371114,Yes
Naveen Yadav,Gwalior,244868.55,322,174807.15,12,60,TRUE,1862.581078,340.8175319,No
Vikram Das,Noida,799942.33,351,333488.82,36,30,FALSE,1722.955875,3044.623488,No
Arjun Yadav,Gwalior,1066463.78,662,98242.77,11,45,FALSE,1104.10708,1154.00875,No
Vikram Sharma,Mysuru,650747.17,721,147413.62,30,65,TRUE,2965.441535,1524.271315,Yes
Aditya Chatterjee,Srinagar,246340.83,838,267065.71,40,95,TRUE,968.3451484,2077.914206,Yes
Sneha Reddy,Indore,424518.62,652,387527.32,32,50,FALSE,4797.215366,1464.064044,No
Arjun Menon,Ahmedabad,479376.63,587,112602.83,30,75,TRUE,3389.651886,255.6745165,No
Aarav Gupta,Salem,1092134.04,546,378206.96,34,55,FALSE,5186.126575,2411.865636,No
Aditi Rao,Udaipur,362768.18,697,486075.3,11,50,FALSE,2142.626724,723.7738105,No
Meera Chatterjee,Amritsar,179561.15,660,458931.59,36,50,FALSE,1155.704859,950.1870329,No
Tanvi Menon,Varanasi,822848.27,802,447408.32,5,85,TRUE,2461.383061,744.5711413,No
Krishna Sharma,Patna,915670.76,433,198458.12,11,35,FALSE,4004.658738,615.5107608,No
Sai Chatterjee,Varanasi,506490.68,413,91112.8,23,50,FALSE,5163.603206,1699.830177,No
Sai Reddy,Aligarh,1179181.11,609,253409.39,8,60,TRUE,1979.320195,1962.797956,No
Sneha Yadav,Chennai,357652.43,665,153388.15,37,45,FALSE,4210.034678,819.8079631,No
Ananya Pandey,Raipur,969804.4,700,269943.05,2,55,FALSE,3478.988537,878.1118816,No
Meera Singh,Chandigarh,767350.88,808,365824.57,21,85,TRUE,3338.691332,1776.46955,Yes
Tanvi Pandey,Rajkot,924022.59,390,450464.85,40,35,FALSE,5006.103134,2811.689902,No
Divya Mishra,Noida,1115696.17,658,288613.35,6,60,TRUE,1637.42535,1881.581668,Yes
Pooja Joshi,Bhopal,1167498.63,804,244129.42,22,75,TRUE,3361.469706,2487.96754,No
Ishita Pandey,Indore,283574.37,334,58222.1,1,40,FALSE,2809.013297,1251.701784,No
Tanvi Jain,Raipur,731903.83,376,104373.11,5,20,FALSE,3894.830355,2614.417451,No
Naveen Ghosh,Nagpur,372947.19,744,69325.52,3,75,TRUE,3084.74396,2482.410295,Yes
Ananya Reddy,Coimbatore,729043.83,543,29625.06,3,50,FALSE,3121.537067,2659.852348,No
Sneha Nair,Kolkata,560861.5,601,95011.71,40,65,TRUE,2571.042257,632.2445495,No
Vihaan Das,Aligarh,799508.97,383,303257.49,7,50,FALSE,2341.235246,1478.740516,Yes
Tanvi Nambiar,Hubballi,434955.15,696,80679.81,23,80,TRUE,1973.646098,2320.253375,Yes
Ananya Verma,Delhi,1041634.42,531,431423.64,36,25,FALSE,5292.148418,1419.356275,No
Praveen Reddy,Chennai,1048776.14,723,162932.53,14,50,FALSE,2723.954271,2334.365558,No
Praveen Nambiar,Indore,1190398.2,541,196634.31,19,50,FALSE,3711.409477,1211.822337,Yes
Sneha Yadav,Dehradun,1134165.4,759,417787.12,10,90,TRUE,3482.040136,2170.383795,Yes
Divya Mishra,Meerut,953420.12,506,89563.22,9,45,FALSE,4789.391626,2085.086669,Yes
Sai Pandey,Nagpur,225801.19,633,247774.45,33,40,FALSE,3425.281969,2901.107349,No
Riya Verma,Rajkot,592980.31,451,189970.66,37,25,FALSE,2420.282138,3313.723532,No
Aditi Tiwari,Visakhapatnam,434549.37,848,304511.56,26,95,TRUE,2915.850208,2309.249322,Yes
Rohan Pillai,Mysuru,1055410.66,712,467385.21,39,85,TRUE,1410.046858,2192.312634,No
Arjun Sharma,Ahmedabad,447725.35,786,221222.87,23,75,TRUE,1622.608855,1701.815103,Yes
Sanjay Nair,Nashik,838105.45,533,367824.47,19,45,FALSE,4026.141772,3093.766398,No
Tanvi Rao,Bhopal,624790.67,492,339032.43,13,45,FALSE,3654.400526,3003.046719,No
Priya Jain,Surat,315489.65,462,181128.91,19,55,FALSE,906.1780954,1124.948408,Yes
Arjun Singh,Madurai,692370.11,359,347014.1,2,40,FALSE,1595.325979,3098.475239,No
Karthik Rao,Delhi,1011347.62,817,352779.08,40,75,TRUE,3564.58208,2134.723517,Yes
Naveen Menon,Bengaluru,901468.23,785,495029.75,35,85,TRUE,1157.039799,1011.880344,No
Sneha Thakur,Srinagar,982326.31,466,466763.19,13,40,FALSE,2334.116308,691.2848056,No
Sanjay Pillai,Coimbatore,261200.87,320,141185.02,0,35,FALSE,2768.488694,2597.266088,No
Aarav Gupta,Kanpur,631891.32,581,257529.23,24,40,FALSE,4742.167091,2224.256239,No
Vikram Iyer,Ranchi,561966.44,404,186737.19,32,50,FALSE,3174.037415,1620.725262,No
Praveen Rao,Gwalior,671841.44,793,235644.11,21,90,TRUE,1925.352703,2004.097416,Yes
Sanjay Thakur,Mangalore,1035587.57,546,400748.86,38,35,FALSE,4966.483839,1366.135213,No
Meera Gupta,Rajkot,880396.31,565,37430.65,25,45,FALSE,3696.411365,1970.414692,No
Pooja Pandey,Vijayawada,955282.29,527,424839.81,34,35,FALSE,4322.770665,1373.646044,No
Aditya Iyer,Gurugram,584928.44,485,203044.11,6,50,FALSE,4724.604661,2753.604508,No
Aditi Chatterjee,Amritsar,772754.5,391,115090.87,22,55,FALSE,1774.817607,1078.526628,No
Rajesh Gupta,Chennai,895724.64,601,406660.63,7,55,FALSE,5445.549367,3284.89686,No
Praveen Yadav,Jamshedpur,1194979.94,422,206231.22,24,35,FALSE,3128.873179,2122.415959,No
Priya Menon,Coimbatore,812714.42,650,22669.4,36,60,TRUE,4287.149848,2697.585312,No
Aditya Patel,Lucknow,523679.71,640,309138.81,11,65,TRUE,3360.587675,2422.610682,Yes
Aarav Jain,Delhi,440651.23,462,354880.57,5,45,FALSE,5072.387907,1593.769917,No
Vihaan Bose,Jaipur,945723.01,304,81352.19,34,60,TRUE,2654.57049,1485.750131,Yes
Sanjay Yadav,Mysuru,840866,495,112992.64,0,45,FALSE,1372.047305,3158.47786,No
Aditi Das,Jodhpur,799817.73,692,298423.81,37,75,TRUE,2274.849752,443.8063468,Yes
Ishita Menon,Chennai,931587.15,836,357522.15,27,95,TRUE,2884.756746,836.008211,No
Karthik Iyer,Surat,439262.45,468,499171.93,1,30,FALSE,3700.676272,3161.887309,No
Aditi Jain,Dehradun,981819.41,675,25374.97,2,50,FALSE,5134.164363,2806.2059,No
Aditya Rao,Chennai,291560.01,320,154645.44,7,45,FALSE,1358.408193,224.5696017,No
Aarav Rao,Nashik,826137.11,309,192223.37,26,40,FALSE,2374.288154,2942.904218,No
Naveen Patel,Ranchi,710440.33,407,488351.49,39,35,FALSE,3970.10502,734.8450809,No
Naveen Joshi,Kozhikode,172150.83,569,339115.51,12,25,FALSE,984.1580651,1722.599528,No
Ishita Rao,Varanasi,660097.26,638,174441.02,0,55,FALSE,678.5018045,2571.104866,No
Praveen Pillai,Pune,941422.69,823,155784.96,6,95,TRUE,1006.528536,629.618752,No
Meera Menon,Pune,784624.68,402,69281.13,2,45,FALSE,5064.200076,2973.127967,Yes
Rohan Nair,Kanpur,941766.29,346,334503.64,8,35,FALSE,4060.298291,1177.804181,No
Krishna Yadav,Jodhpur,216697.22,395,187822.19,21,55,FALSE,1424.210944,864.3317893,Yes
Rajesh Chatterjee,Bengaluru,1005390.31,731,73388.36,10,60,TRUE,1729.299783,1903.34135,No
Pooja Nambiar,Lucknow,998745.14,794,142372.37,28,60,TRUE,3317.684324,2261.210083,Yes
Aarav Reddy,Mysuru,594050.03,794,177711.16,7,55,FALSE,1010.191513,1441.597292,No
Aarav Rao,Rajkot,430435.22,529,259191.32,21,45,FALSE,1405.744962,1632.763458,No
Aditi Ghosh,Visakhapatnam,1178061.87,793,491789.58,24,80,TRUE,3622.308003,2605.810846,Yes
Tanvi Menon,Gurugram,1023862.94,817,194017.74,31,85,TRUE,3138.812291,576.3682476,Yes
Aditi Bose,Lucknow,876700.21,351,361673.89,14,55,FALSE,1302.230051,2917.799493,No
Sai Reddy,Mysuru,442051.61,758,328135.91,31,90,TRUE,3441.699726,890.8377549,Yes
Riya Mishra,Bengaluru,690183.92,300,364165.51,38,45,FALSE,3197.219969,2797.561588,No
Riya Iyer,Visakhapatnam,269285.48,649,451306.42,3,30,FALSE,3864.423757,526.5425683,No
Sai Rao,Mysuru,984313.88,763,214506.23,6,85,TRUE,3065.824964,427.9452241,Yes
Sai Tiwari,Thiruvananthapuram,840144.39,408,181611.16,10,40,FALSE,1857.894916,2017.649525,No
Karthik Pandey,Amritsar,998623.29,423,427635.41,13,55,FALSE,4946.029184,2297.220387,No
Rakesh Pandey,Kanpur,657724.98,426,138516.76,29,35,FALSE,2283.017092,266.8715886,No
Divya Yadav,Visakhapatnam,534160.59,743,146968.28,30,60,TRUE,2293.507216,2416.710649,No
Tanvi Sharma,Chandigarh,1021651.98,406,115641.53,38,55,FALSE,2360.371721,2788.133773,No
Vihaan Joshi,Ahmedabad,378582.34,580,402713.13,21,40,FALSE,5113.123581,1384.234989,No
Vihaan Tiwari,Thiruvananthapuram,790889.32,606,74465.65,35,65,TRUE,3798.362303,721.2377774,Yes
Riya Pandey,Bhubaneshwar,1065518.35,597,292414.17,22,65,TRUE,3701.121621,1801.40192,Yes
Priya Pandey,Vadodara,311253.91,630,103110.27,7,45,FALSE,4663.787767,1018.454676,No
Rajesh Mishra,Chandigarh,645573.14,592,283378.41,0,45,FALSE,3094.783473,898.5100091,Yes
Arjun Kumar,Shimla,1150729.5,593,149165.63,16,40,FALSE,3706.315834,2792.596771,No
Riya Sharma,Raipur,741859.72,667,203891.97,6,65,TRUE,4150.93908,2455.450121,No
Praveen Joshi,Thiruvananthapuram,198581.7,698,258058.5,32,80,TRUE,937.6869831,1814.558617,Yes
Rajesh Reddy,Dehradun,959291.58,355,351742.64,16,50,FALSE,1331.60666,2266.388062,No
Ishita Das,Bhopal,425400.32,501,61021.65,12,45,FALSE,1994.449294,3120.740537,No
Riya Chatterjee,Dehradun,876037.03,422,285950.26,2,45,FALSE,5367.143182,3274.94415,No
Vikram Mishra,Mangalore,336267.56,458,307313.95,9,30,FALSE,1368.340241,1954.876997,Yes
Meera Pandey,Ahmedabad,499917.62,666,478829.79,20,75,TRUE,816.6316805,1879.992522,Yes
Sneha Yadav,Mangalore,967740.12,713,349902.95,22,60,TRUE,3996.866296,1149.627826,Yes
Rohan Pillai,Ahmedabad,866699.15,786,372354.45,0,60,TRUE,4213.820729,687.5665741,Yes
Priya Sharma,Jamshedpur,1079251.84,628,194085.06,7,65,TRUE,2752.50556,1943.393352,No
Rakesh Jain,Agra,384895.61,756,133534.42,2,75,TRUE,2041.465686,1050.401043,No
Sai Sharma,Agra,616602.87,846,150959.53,40,100,TRUE,1086.208045,779.8542197,Yes
Sanjay Bose,Srinagar,161017.01,850,426204.41,27,80,TRUE,2989.204587,412.8351068,Yes
Rohan Tiwari,Amritsar,349534.79,639,251375.52,5,60,TRUE,3477.891966,1407.517057,No
Rajesh Verma,Amritsar,1042907.36,717,357402.45,28,60,TRUE,595.823485,992.7009242,Yes
Sai Reddy,Kochi,651833.92,346,188202.86,4,25,FALSE,3913.429738,1518.890581,No
Vihaan Jain,Ahmedabad,578905.14,748,330703.31,25,90,TRUE,4255.460756,1620.493018,Yes
Vikram Thakur,Hubballi,680872.56,602,476194,9,60,TRUE,2999.33483,1729.21681,Yes
Aarav Ghosh,Madurai,1189594.03,444,34852.4,2,35,FALSE,4565.214765,2041.427813,No
Rohan Das,Gurugram,699670.83,516,48827.43,32,35,FALSE,4073.120724,470.7874076,No
Karthik Gupta,Rajkot,1169946.71,355,156822.89,29,35,FALSE,1898.206378,1935.509402,No
Sanjay Verma,Chennai,1156554.83,798,245776.48,22,80,TRUE,2912.271298,2223.187105,Yes
Riya Singh,Visakhapatnam,877100.04,636,155986.77,19,40,FALSE,1701.521164,2834.536032,Yes
Ananya Mishra,Rajkot,670526.66,304,70659.93,15,55,FALSE,2897.631014,2692.659397,No
Meera Bose,Hyderabad,609983.16,639,357711.82,29,65,TRUE,3295.284055,1994.708483,Yes
Sai Reddy,Vijayawada,915668.28,587,21637.36,34,60,TRUE,3538.40917,1018.735785,No
Ananya Verma,Dehradun,1027629.14,714,88812.59,13,65,TRUE,1510.942417,2713.603772,No
Aditi Rao,Udaipur,1123210.21,674,421455.25,14,65,TRUE,1051.401235,401.5663686,Yes
Rakesh Sharma,Pune,770812.93,392,100318,23,55,FALSE,5446.45702,3198.833359,No
Praveen Chatterjee,Lucknow,952388.66,756,480565.94,11,65,TRUE,1358.822562,439.0235084,No
Karthik Yadav,Kozhikode,683836.32,667,417142.89,14,50,FALSE,3486.790372,1807.431547,No
Tanvi Verma,Hubballi,1057781.74,830,158957.85,24,85,TRUE,3268.700585,1493.737964,Yes
Naveen Nair,Rajkot,562315.73,580,122485.96,16,60,TRUE,3410.609951,761.8978663,Yes
Aditi Nair,Srinagar,430698.17,829,279346.43,24,95,TRUE,1895.747115,2147.357472,Yes
Riya Chatterjee,Noida,675324.08,306,236045.14,8,20,FALSE,1806.118156,1741.37169,No
Priya Mishra,Ranchi,597637.72,461,278249.65,38,25,FALSE,3707.319875,1850.588598,No
Riya Joshi,Bhopal,464934.03,790,112828.51,13,85,TRUE,2735.018956,1419.682702,Yes
Arjun Pillai,Visakhapatnam,946783.87,464,158865.97,40,45,FALSE,1968.984274,2389.967699,No
Aarav Thakur,Mangalore,912741.79,829,447833.75,38,85,TRUE,1879.14371,2558.156978,No
Aditi Das,Raipur,1088085.91,759,55077.59,30,70,TRUE,3446.552407,2560.131875,No
Praveen Iyer,Tiruchirappalli,641777.18,486,50139.15,32,25,FALSE,3232.960513,1543.977981,No
Aditi Menon,Chennai,167755.88,535,271552.93,24,45,FALSE,4608.315963,1284.710879,Yes
Ananya Reddy,Mysuru,205641.11,481,359525.65,39,55,FALSE,2074.521531,1507.466697,No
Krishna Nambiar,Delhi,372162.86,301,438740.81,27,25,FALSE,2500.806797,862.0942727,No
Krishna Ghosh,Ranchi,953877.64,690,282131.48,37,80,TRUE,1590.114159,613.2585305,Yes
Arjun Tiwari,Kochi,637136.1,538,347368.18,18,45,FALSE,1113.896515,2170.039208,No
Sanjay Nambiar,Madurai,172176.23,835,185145.75,33,90,TRUE,1935.6851,1112.024705,Yes
Praveen Chatterjee,Rajkot,526280.94,458,279267.1,37,35,FALSE,1092.678685,2625.671004,No
Krishna Pandey,Vadodara,1053063.57,508,176840,35,35,FALSE,5533.3224,1638.619012,No
Karthik Tiwari,Hubballi,1043847.33,652,266113.38,25,55,FALSE,1981.529125,445.0398416,No
Sneha Patel,Nagpur,370723.04,465,233346.29,13,60,TRUE,1495.088897,1507.563004,Yes
Riya Singh,Salem,257239.61,393,467540.72,30,55,FALSE,2583.9495,1309.670322,No
Rajesh Patel,Kozhikode,750189.92,833,274886.51,38,95,TRUE,3222.850497,1680.132617,Yes
Rohan Bose,Agra,1125404.22,830,188849.22,12,80,TRUE,3479.349824,1668.064848,Yes
Rajesh Iyer,Thiruvananthapuram,291093.29,336,101121.71,15,55,FALSE,2621.493545,3130.914358,No
Rakesh Kumar,Bengaluru,280032.69,704,94793.13,37,80,TRUE,3079.58387,223.5996085,Yes
Aarav Pandey,Vadodara,635652.71,656,239419.96,17,70,TRUE,2326.502173,2289.093318,Yes
Rohan Mishra,Thiruvananthapuram,1193626.75,479,457565.57,32,45,FALSE,5116.378322,1273.312119,Yes
Praveen Verma,Pune,1088082.29,850,434567.7,16,65,TRUE,1108.716507,475.1248848,Yes
Sanjay Jain,Delhi,184044.91,769,305726.04,29,85,TRUE,3863.858184,1396.670274,No
Praveen Nambiar,Gwalior,1005208.21,535,175513.46,26,55,FALSE,5114.273036,1378.557464,Yes
Priya Tiwari,Ranchi,236809.43,708,359297.32,21,70,TRUE,3621.493284,2196.415761,No
Sanjay Singh,Ahmedabad,884458.24,575,129036.84,12,45,FALSE,5254.073632,1169.00205,No
Vihaan Pandey,Srinagar,888101.26,664,48845.58,6,70,TRUE,1518.799537,2338.056486,No
Rakesh Kumar,Gwalior,266984.8,343,72607.7,23,25,FALSE,4641.572649,3126.038361,No
Karthik Pillai,Rajkot,1040423.45,586,218350.95,14,70,TRUE,1497.57958,1686.623077,Yes
Rakesh Nambiar,Lucknow,1186950.75,333,296520.28,22,25,FALSE,1073.805263,1278.098562,Yes
Priya Das,Patna,513353.07,308,394443.11,13,50,FALSE,1466.113842,523.2248161,No
Vihaan Reddy,Guwahati,1000677.76,542,236441.25,30,25,FALSE,2101.687082,1021.973038,Yes
Rohan Verma,Amritsar,458470.24,673,336409.19,17,80,TRUE,2151.769235,2385.265556,Yes
Ananya Sharma,Hyderabad,489601.15,576,280131.2,35,30,FALSE,4053.312276,2295.702409,No
Meera Gupta,Visakhapatnam,151082.6,480,383394.96,31,55,FALSE,2843.841092,1400.910787,No
Meera Menon,Madurai,1191384.93,556,235252.26,36,50,FALSE,5463.977071,740.731479,No
Rohan Patel,Jodhpur,814288.04,398,391147.79,21,35,FALSE,1068.411576,1216.491712,No
Sanjay Menon,Ranchi,501339.3,424,383418.1,38,40,FALSE,1876.038092,2817.830088,No
Meera Nambiar,Mumbai,712812.55,632,295080.56,32,50,FALSE,2269.037478,404.9319375,No
Tanvi Bose,Varanasi,481749.77,471,189510.95,21,50,FALSE,4475.195181,1393.784513,No
Rakesh Ghosh,Amritsar,640284.77,621,335110.12,18,55,FALSE,1518.11321,2425.03841,No
Aditya Rao,Chandigarh,745853.12,833,286445.1,26,95,TRUE,1252.299323,2472.114489,Yes
Aditi Ghosh,Udaipur,409068.84,381,429841.8,10,45,FALSE,669.2895023,2807.727519,No
Rakesh Das,Bengaluru,796042.81,706,422453.28,5,55,FALSE,2982.640802,2025.913106,Yes
Pooja Verma,Bhopal,826713.96,590,258344.35,40,65,TRUE,3585.704262,297.8489713,No
Tanvi Iyer,Jaipur,908082.14,787,38909.94,34,85,TRUE,2225.374672,2116.829848,Yes
Pooja Iyer,Udaipur,873026.64,745,36522.5,40,90,TRUE,4425.850247,1004.946511,Yes
Priya Kumar,Tiruchirappalli,877984.24,615,457374.66,26,55,FALSE,3706.416844,1116.187724,No
Praveen Kumar,Tiruchirappalli,594547.11,847,169623.45,31,95,TRUE,3445.543518,795.1454743,Yes
Aditya Chatterjee,Tiruchirappalli,700034.69,307,450633.58,23,45,FALSE,5216.25283,2793.326821,No
Pooja Pandey,Bengaluru,216606.76,699,498528.37,14,60,TRUE,2950.509527,1695.2698,Yes
Divya Joshi,Shimla,994498.24,575,359162.65,12,55,FALSE,2003.010125,3065.865883,No
Priya Thakur,Shimla,950646.2,803,386812.07,20,100,TRUE,3767.971502,571.2486773,No
Pooja Mishra,Srinagar,465738.79,428,363100.22,28,50,FALSE,1848.603569,2361.296859,No
Ananya Tiwari,Kanpur,1127625.06,619,204431.24,23,40,FALSE,4319.968643,2145.39076,No
Ishita Thakur,Dehradun,686672.45,701,207475.16,34,60,TRUE,3593.117735,1894.595401,Yes
Meera Jain,Amritsar,804643.81,554,478698.39,28,55,FALSE,4467.94789,2622.010815,No
Riya Kumar,Amritsar,295034.11,784,335941.84,19,80,TRUE,1670.70947,680.4442309,Yes
Rakesh Kumar,Raipur,546057.74,503,301506.55,3,45,FALSE,4410.489315,2680.598079,No
Aditya Chatterjee,Raipur,739876.21,582,132461.32,7,45,FALSE,4125.433244,1732.808664,No
Riya Singh,Agra,776392.21,680,96868.81,15,60,TRUE,2770.921604,1076.437196,Yes
Vihaan Iyer,Mumbai,808281.34,849,181254.14,8,65,TRUE,890.5353178,1907.967104,Yes
Riya Menon,Delhi,736802.1,497,183421.17,24,50,FALSE,1970.349108,735.0726028,No
Aditi Nair,Guwahati,330598.24,601,426084.67,31,65,TRUE,2891.575441,710.2533143,Yes
Sneha Tiwari,Jaipur,780608.13,464,101116.4,33,35,FALSE,3523.7085,623.667862,Yes
Aditya Verma,Shimla,371690.73,688,450779.41,11,70,TRUE,808.8372129,1812.016551,Yes
Aarav Tiwari,Mumbai,365132.87,696,354336.08,33,70,TRUE,3092.687995,896.0280041,Yes
Praveen Jain,Jamshedpur,198042.9,413,306264.96,33,45,FALSE,1331.940156,2719.034385,No
Pooja Iyer,Salem,991761.06,409,101032.91,12,50,FALSE,5391.448628,1491.789627,No
